source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,0.006999025604453971,True,"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor signaling pathway."" [GOC:TermGenie]",28,520,5,20972,0.009615384615384616,0.17857142857142858,query_1,"['GO:0009966', 'GO:0038084', 'GO:1902547']"
GO:BP,GO:0048589,developmental growth,0.0070031359693512,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",661,520,31,20972,0.05961538461538462,0.046898638426626324,query_1,"['GO:0032502', 'GO:0040007']"
GO:BP,GO:0001817,regulation of cytokine production,0.007016427270930952,True,"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",780,520,35,20972,0.0673076923076923,0.04487179487179487,query_1,"['GO:0001816', 'GO:0010468', 'GO:0051239']"
GO:BP,GO:0002040,sprouting angiogenesis,0.007248555192486172,True,"""The extension of new blood vessels from existing vessels into avascular tissues, this process includes the specialization of endothelial cells into leading tip and stalk cells, proliferation and migration of the endothelial cells and cell adhesion resulting in angiogenic sprout fusion or lumen formation."" [PMID:16391003, PMID:23031691]",136,520,11,20972,0.021153846153846155,0.08088235294117647,query_1,['GO:0001525']
GO:BP,GO:0060279,positive regulation of ovulation,0.007524298763854179,True,"""Any process that activates or increases the frequency, rate or extent of ovulation, the release of a mature ovum/oocyte from an ovary."" [GOC:dph, GOC:kmv, GOC:tb]",2,520,2,20972,0.0038461538461538464,1.0,query_1,"['GO:0030728', 'GO:0051240', 'GO:0060278', 'GO:2000243']"
GO:BP,GO:0032796,uropod organization,0.007524298763854179,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a uropod, a rigid membrane projection with related cytoskeletal components at the trailing edge of a lymphocyte or other cell in the process of migrating or being activated."" [GOC:add, ISBN:0781735149, PMID:12714569, PMID:12787750]",2,520,2,20972,0.0038461538461538464,1.0,query_1,['GO:0120036']
GO:BP,GO:0072190,ureter urothelium development,0.007524298763854179,True,"""The process whose specific outcome is the progression of the urothelium of the ureter over time, from its formation to the mature structure. The urothelium is an epithelium that makes up the epithelial tube of the ureter."" [GOC:mtg_kidney_jan10]",2,520,2,20972,0.0038461538461538464,1.0,query_1,"['GO:0060429', 'GO:0072189']"
GO:BP,GO:0086002,cardiac muscle cell action potential involved in contraction,0.00755747423350558,True,"""An action potential that occurs in a cardiac muscle cell and is involved in its contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",59,520,7,20972,0.013461538461538462,0.11864406779661017,query_1,"['GO:0086001', 'GO:0086003']"
GO:BP,GO:0090497,mesenchymal cell migration,0.00755747423350558,True,"""The orderly movement of a mesenchymal cell from one site to another, often during the development of a multicellular organism."" [GOC:dph, GOC:tb]",59,520,7,20972,0.013461538461538462,0.11864406779661017,query_1,['GO:0001667']
GO:BP,GO:0022407,regulation of cell-cell adhesion,0.0077333300078588725,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]",493,520,25,20972,0.04807692307692308,0.05070993914807302,query_1,"['GO:0030155', 'GO:0098609']"
GO:BP,GO:0001816,cytokine production,0.007903024747364573,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",786,520,35,20972,0.0673076923076923,0.044529262086514,query_1,"['GO:0010467', 'GO:0032501']"
GO:BP,GO:1901698,response to nitrogen compound,0.00822520172456184,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",941,520,40,20972,0.07692307692307693,0.04250797024442083,query_1,['GO:0042221']
GO:BP,GO:0033993,response to lipid,0.008295825435198195,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]",880,520,38,20972,0.07307692307692308,0.04318181818181818,query_1,['GO:0042221']
GO:BP,GO:0010755,regulation of plasminogen activation,0.008295825435198195,True,"""Any process that modulates the rate, frequency or extent of plasminogen activation. Plasminogen activation is the process in which plasminogen is processed to plasmin."" [GOC:BHF, GOC:dph, GOC:tb]",17,520,4,20972,0.007692307692307693,0.23529411764705882,query_1,"['GO:0031639', 'GO:0070613']"
GO:BP,GO:0048841,regulation of axon extension involved in axon guidance,0.008295825435198195,True,"""Any process that modulates the frequency, rate or extent of axon extension involved in axon guidance."" [GOC:devbiol]",17,520,4,20972,0.007692307692307693,0.23529411764705882,query_1,"['GO:0030516', 'GO:0048846']"
REAC,REAC:R-HSA-162582,Signal Transduction,0.008531572750238574,True,Signal Transduction,2570,322,103,11056,0.3198757763975155,0.040077821011673155,query_1,['REAC:0000000']
GO:BP,GO:0006996,organelle organization,0.008543981270655412,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3573,520,117,20972,0.225,0.0327455919395466,query_1,['GO:0016043']
REAC,REAC:R-HSA-3000157,Laminin interactions,0.008730011356971717,True,Laminin interactions,30,322,6,11056,0.018633540372670808,0.2,query_1,['REAC:R-HSA-1474244']
REAC,REAC:R-HSA-419037,NCAM1 interactions,0.008730011356971717,True,NCAM1 interactions,42,322,7,11056,0.021739130434782608,0.16666666666666666,query_1,['REAC:R-HSA-375165']
GO:BP,GO:0060993,kidney morphogenesis,0.008842475144960083,True,"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]",98,520,9,20972,0.01730769230769231,0.09183673469387756,query_1,"['GO:0001822', 'GO:0009887']"
GO:BP,GO:0030500,regulation of bone mineralization,0.008986683480459183,True,"""Any process that modulates the frequency, rate or extent of bone mineralization."" [GOC:go_curators]",79,520,8,20972,0.015384615384615385,0.10126582278481013,query_1,"['GO:0030278', 'GO:0030282', 'GO:0070167']"
GO:BP,GO:1903530,regulation of secretion by cell,0.008986683480459183,True,"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]",556,520,27,20972,0.051923076923076926,0.048561151079136694,query_1,"['GO:0032940', 'GO:0050794', 'GO:0051046']"
GO:BP,GO:0033043,regulation of organelle organization,0.008986683480459183,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1167,520,47,20972,0.09038461538461538,0.04027420736932305,query_1,"['GO:0006996', 'GO:0051128']"
GO:BP,GO:0060419,heart growth,0.008986683480459183,True,"""The increase in size or mass of the heart."" [GOC:dph, GOC:tb]",79,520,8,20972,0.015384615384615385,0.10126582278481013,query_1,"['GO:0007507', 'GO:0035265']"
GO:BP,GO:0034113,heterotypic cell-cell adhesion,0.008993525704631017,True,"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]",61,520,7,20972,0.013461538461538462,0.11475409836065574,query_1,['GO:0098609']
GO:BP,GO:0030073,insulin secretion,0.008993525704631017,True,"""The regulated release of proinsulin from secretory granules accompanied by cleavage of proinsulin to form mature insulin. In vertebrates, insulin is secreted from B granules in the B cells of the vertebrate pancreas and from insulin-producing cells in insects."" [GOC:mah, ISBN:0198506732]",209,520,14,20972,0.026923076923076925,0.06698564593301436,query_1,"['GO:0009306', 'GO:0030072']"
GO:BP,GO:0060022,hard palate development,0.009149438070384736,True,"""The biological process whose specific outcome is the progression of the hard palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. The hard palate is the anterior portion of the palate consisting of bone and mucous membranes."" [GOC:dph, ISBN:0721662544]",8,520,3,20972,0.0057692307692307696,0.375,query_1,"['GO:0048856', 'GO:0062009']"
GO:BP,GO:0045766,positive regulation of angiogenesis,0.00923137745045772,True,"""Any process that activates or increases angiogenesis."" [GOC:go_curators]",163,520,12,20972,0.023076923076923078,0.0736196319018405,query_1,"['GO:0001525', 'GO:0045765', 'GO:1904018']"
GO:BP,GO:0071634,regulation of transforming growth factor beta production,0.009240775840826065,True,"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta."" [GOC:mah]",30,520,5,20972,0.009615384615384616,0.16666666666666666,query_1,"['GO:0001817', 'GO:0071604']"
GO:BP,GO:0002682,regulation of immune system process,0.009302591593741461,True,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1594,520,60,20972,0.11538461538461539,0.037641154328732745,query_1,"['GO:0002376', 'GO:0050789']"
GO:BP,GO:0001657,ureteric bud development,0.009302591593741461,True,"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]",99,520,9,20972,0.01730769230769231,0.09090909090909091,query_1,['GO:0072164']
GO:BP,GO:0050919,negative chemotaxis,0.009436555643692215,True,"""The directed movement of a motile cell or organism towards a lower concentration of a chemical."" [GOC:ai, GOC:bf, GOC:isa_complete]",45,520,6,20972,0.011538461538461539,0.13333333333333333,query_1,['GO:0006935']
GO:BP,GO:0031638,zymogen activation,0.009436555643692215,True,"""The proteolytic processing of an inactive enzyme to an active form."" [GOC:hjd]",45,520,6,20972,0.011538461538461539,0.13333333333333333,query_1,['GO:0016485']
GO:BP,GO:0170034,L-amino acid biosynthetic process,0.009436555643692215,True,"""The chemical reactions and pathways resulting in the formation of L-amino acids, the L-enantiomers of amino acids."" [GOC:edw]",45,520,6,20972,0.011538461538461539,0.13333333333333333,query_1,"['GO:0170033', 'GO:1901607']"
GO:BP,GO:1901699,cellular response to nitrogen compound,0.00949281422564951,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",676,520,31,20972,0.05961538461538462,0.04585798816568047,query_1,"['GO:0070887', 'GO:1901698']"
GO:BP,GO:0010721,negative regulation of cell development,0.009566020772498785,True,"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]",260,520,16,20972,0.03076923076923077,0.06153846153846154,query_1,"['GO:0045596', 'GO:0048468', 'GO:0060284']"
GO:BP,GO:0001658,branching involved in ureteric bud morphogenesis,0.00970367198955688,True,"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]",62,520,7,20972,0.013461538461538462,0.11290322580645161,query_1,"['GO:0048754', 'GO:0060675']"
GO:BP,GO:0072163,mesonephric epithelium development,0.009821365957120465,True,"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",100,520,9,20972,0.01730769230769231,0.09,query_1,"['GO:0001823', 'GO:0072073']"
GO:BP,GO:0072164,mesonephric tubule development,0.009821365957120465,True,"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]",100,520,9,20972,0.01730769230769231,0.09,query_1,"['GO:0035295', 'GO:0072163']"
GO:BP,GO:0072080,nephron tubule development,0.009821365957120465,True,"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]",100,520,9,20972,0.01730769230769231,0.09,query_1,"['GO:0061326', 'GO:0072009']"
GO:BP,GO:0098751,bone cell development,0.009948065391260209,True,"""The process whose specific outcome is the progression of a bone cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dos]",18,520,4,20972,0.007692307692307693,0.2222222222222222,query_1,"['GO:0048468', 'GO:0060348']"
GO:BP,GO:0036035,osteoclast development,0.009948065391260209,True,"""The process whose specific outcome is the progression of a osteoclast from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:bf, GOC:yaf]",18,520,4,20972,0.007692307692307693,0.2222222222222222,query_1,"['GO:0030316', 'GO:0061515', 'GO:0098751']"
GO:BP,GO:0001932,regulation of protein phosphorylation,0.009948699558319509,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",504,520,25,20972,0.04807692307692308,0.0496031746031746,query_1,"['GO:0006468', 'GO:0031399', 'GO:0042325']"
GO:BP,GO:0043534,blood vessel endothelial cell migration,0.009975074776599393,True,"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]",121,520,10,20972,0.019230769230769232,0.08264462809917356,query_1,['GO:0043542']
GO:BP,GO:0003300,cardiac muscle hypertrophy,0.010147785404619443,True,"""The enlargement or overgrowth of all or part of the heart muscle due to an increase in size of cardiac muscle cells without cell division."" [GOC:mtg_heart]",81,520,8,20972,0.015384615384615385,0.09876543209876543,query_1,['GO:0014897']
GO:BP,GO:0070509,calcium ion import,0.010147785404619443,True,"""The directed movement of calcium ions into a cell or organelle."" [GOC:mah]",81,520,8,20972,0.015384615384615385,0.09876543209876543,query_1,['GO:0006816']
GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,0.010298324168441881,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]",189,520,13,20972,0.025,0.06878306878306878,query_1,"['GO:0043410', 'GO:0070371', 'GO:0070372']"
GO:BP,GO:0051048,negative regulation of secretion,0.01038265357343255,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]",166,520,12,20972,0.023076923076923078,0.07228915662650602,query_1,"['GO:0046903', 'GO:0051046', 'GO:0051051']"
GO:BP,GO:0099558,maintenance of synapse structure,0.01038265357343255,True,"""A process that preserves the structural organistation and orientation of a synaptic cellular component such as the synaptic cytoskeleton and molecular scaffolds."" [GOC:dos, PMID:24449494, PMID:25611509]",31,520,5,20972,0.009615384615384616,0.16129032258064516,query_1,"['GO:0034331', 'GO:0050808']"
GO:BP,GO:0002011,morphogenesis of an epithelial sheet,0.010412756760862816,True,"""The process in which the anatomical structures of an epithelial sheet are generated and organized. An epithelial sheet is a flat surface consisting of closely packed epithelial cells."" [GOC:jl]",63,520,7,20972,0.013461538461538462,0.1111111111111111,query_1,['GO:0002009']
GO:BP,GO:0044403,biological process involved in symbiotic interaction,0.01072590480498783,True,"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]",190,520,13,20972,0.025,0.06842105263157895,query_1,['GO:0044419']
GO:BP,GO:0010876,lipid localization,0.010762921529104852,True,"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]",451,520,23,20972,0.04423076923076923,0.050997782705099776,query_1,['GO:0033036']
GO:BP,GO:0048041,focal adhesion assembly,0.010854287083219541,True,"""The aggregation and bonding together of a set of components to form a focal adhesion, a complex of intracellular signaling and structural proteins that provides a structural link between the internal actin cytoskeleton and the ECM, and also function as a locus of signal transduction activity."" [GOC:jid, GOC:mah]",82,520,8,20972,0.015384615384615385,0.0975609756097561,query_1,"['GO:0007044', 'GO:0007160']"
REAC,REAC:R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.011359988686930696,True,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),124,322,12,11056,0.037267080745341616,0.0967741935483871,query_1,['REAC:R-HSA-392499']
GO:BP,GO:0043523,regulation of neuron apoptotic process,0.011360027186018728,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",240,520,15,20972,0.028846153846153848,0.0625,query_1,"['GO:0042981', 'GO:0051402']"
GO:BP,GO:0034220,monoatomic ion transmembrane transport,0.011516756228592013,True,"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",1025,520,42,20972,0.08076923076923077,0.04097560975609756,query_1,"['GO:0006811', 'GO:0055085']"
GO:BP,GO:1904950,negative regulation of establishment of protein localization,0.01176448627296054,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of establishment of protein localization."" [GO_REF:0000058, GOC:TermGenie, PMID:22761445]",124,520,10,20972,0.019230769230769232,0.08064516129032258,query_1,"['GO:0045184', 'GO:0048519', 'GO:0070201']"
GO:BP,GO:0061037,negative regulation of cartilage development,0.011852683314045228,True,"""Any process that decreases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:dph]",32,520,5,20972,0.009615384615384616,0.15625,query_1,"['GO:0051093', 'GO:0051216', 'GO:0051241', 'GO:0061035']"
GO:BP,GO:0045780,positive regulation of bone resorption,0.011901585129959603,True,"""Any process that activates or increases the frequency, rate or extent of bone resorption."" [GOC:go_curators]",19,520,4,20972,0.007692307692307693,0.21052631578947367,query_1,"['GO:0045124', 'GO:0045453', 'GO:0051240']"
GO:BP,GO:0007156,homophilic cell-cell adhesion,0.011901585129959603,True,"""The attachment of an adhesion molecule in one cell to an identical molecule in an adjacent cell."" [ISBN:0198506732]",169,520,12,20972,0.023076923076923078,0.07100591715976332,query_1,['GO:0098609']
GO:BP,GO:0009651,response to salt stress,0.011901585129959603,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment."" [GOC:jl]",19,520,4,20972,0.007692307692307693,0.21052631578947367,query_1,['GO:0006970']
GO:BP,GO:0030502,negative regulation of bone mineralization,0.011901585129959603,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of bone mineralization."" [GOC:go_curators]",19,520,4,20972,0.007692307692307693,0.21052631578947367,query_1,"['GO:0030279', 'GO:0030282', 'GO:0030500', 'GO:0070168']"
GO:BP,GO:0060047,heart contraction,0.012157237953616286,True,"""The multicellular organismal process in which the heart decreases in volume in a characteristic way to propel blood through the body."" [GOC:dph]",242,520,15,20972,0.028846153846153848,0.06198347107438017,query_1,"['GO:0003015', 'GO:0008015']"
GO:BP,GO:0071396,cellular response to lipid,0.01217331084427545,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",600,520,28,20972,0.05384615384615385,0.04666666666666667,query_1,"['GO:0033993', 'GO:0070887']"
GO:BP,GO:0045453,bone resorption,0.01217331084427545,True,"""The process in which specialized cells known as osteoclasts degrade the organic and inorganic portions of bone, and endocytose and transport the degradation products."" [GOC:mah, PMID:10968780]",65,520,7,20972,0.013461538461538462,0.1076923076923077,query_1,"['GO:0001894', 'GO:0046849']"
GO:BP,GO:0006935,chemotaxis,0.01217331084427545,True,"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]",456,520,23,20972,0.04423076923076923,0.05043859649122807,query_1,"['GO:0042221', 'GO:0042330']"
GO:BP,GO:0008652,amino acid biosynthetic process,0.01217331084427545,True,"""The chemical reactions and pathways resulting in the formation of amino acids, organic acids containing one or more amino substituents."" [ISBN:0198506732]",65,520,7,20972,0.013461538461538462,0.1076923076923077,query_1,"['GO:0006520', 'GO:0009058']"
GO:BP,GO:0006911,"phagocytosis, engulfment",0.0122316767105077,True,"""The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."" [GOC:curators, ISBN:0781735149]",48,520,6,20972,0.011538461538461539,0.125,query_1,"['GO:0006909', 'GO:0099024']"
GO:BP,GO:0035023,regulation of Rho protein signal transduction,0.0122316767105077,True,"""Any process that modulates the frequency, rate or extent of Rho protein signal transduction."" [GOC:bf]",84,520,8,20972,0.015384615384615385,0.09523809523809523,query_1,"['GO:0007266', 'GO:0051056']"
GO:BP,GO:0045837,negative regulation of membrane potential,0.0122316767105077,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:go_curators]",9,520,3,20972,0.0057692307692307696,0.3333333333333333,query_1,['GO:0042391']
GO:BP,GO:0170038,proteinogenic amino acid biosynthetic process,0.0122316767105077,True,"""The chemical reactions and pathways resulting in the formation of any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",48,520,6,20972,0.011538461538461539,0.125,query_1,"['GO:0046394', 'GO:0170039']"
GO:BP,GO:0099562,maintenance of postsynaptic density structure,0.0122316767105077,True,"""A process which maintains the organization and the arrangement of proteins in the presynaptic density."" [GOC:dos]",9,520,3,20972,0.0057692307692307696,0.3333333333333333,query_1,['GO:0098880']
GO:BP,GO:0001823,mesonephros development,0.0122316767105077,True,"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]",104,520,9,20972,0.01730769230769231,0.08653846153846154,query_1,['GO:0001822']
GO:BP,GO:0060430,lung saccule development,0.0122316767105077,True,"""The biological process whose specific outcome is the progression of a lung saccule from an initial condition to its mature state. The lung saccule is the primitive gas exchange portion of the lung composed of type I and type II cells."" [GOC:dph, GOC:mtg_lung]",9,520,3,20972,0.0057692307692307696,0.3333333333333333,query_1,"['GO:0048286', 'GO:0048856']"
GO:BP,GO:0048880,sensory system development,0.0122316767105077,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",429,520,22,20972,0.04230769230769231,0.05128205128205128,query_1,['GO:0048731']
GO:BP,GO:0009725,response to hormone,0.0122316767105077,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",904,520,38,20972,0.07307692307692308,0.0420353982300885,query_1,"['GO:0009719', 'GO:0042221']"
GO:BP,GO:0014897,striated muscle hypertrophy,0.0122316767105077,True,"""The enlargement or overgrowth of all or part of an organ due to an increase in size of muscle cells without cell division. In the case of striated muscle, this happens due to the additional synthesis of sarcomeric proteins and assembly of myofibrils."" [GOC:mtg_muscle]",84,520,8,20972,0.015384615384615385,0.09523809523809523,query_1,['GO:0014896']
GO:BP,GO:0042908,xenobiotic transport,0.0122316767105077,True,"""The directed movement of a xenobiotic into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A xenobiotic is a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:go_curators, GOC:krc]",48,520,6,20972,0.011538461538461539,0.125,query_1,['GO:0006810']
GO:BP,GO:2000243,positive regulation of reproductive process,0.0122316767105077,True,"""Any process that activates or increases the frequency, rate or extent of reproductive process."" [GOC:mah]",84,520,8,20972,0.015384615384615385,0.09523809523809523,query_1,"['GO:0022414', 'GO:0048518', 'GO:2000241']"
GO:BP,GO:0010917,negative regulation of mitochondrial membrane potential,0.0122316767105077,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of establishment or extent of a mitochondrial membrane potential, the electric potential existing across any mitochondrial membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:dph, GOC:tb]",9,520,3,20972,0.0057692307692307696,0.3333333333333333,query_1,"['GO:0045837', 'GO:0051881']"
GO:BP,GO:0042330,taxis,0.012503048143570507,True,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",458,520,23,20972,0.04423076923076923,0.05021834061135371,query_1,"['GO:0009605', 'GO:0040011']"
GO:BP,GO:0019538,protein metabolic process,0.012531002752148907,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",4467,520,140,20972,0.2692307692307692,0.03134094470561898,query_1,"['GO:0043170', 'GO:0044238']"
GO:BP,GO:1905330,regulation of morphogenesis of an epithelium,0.012935424863707549,True,"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]",66,520,7,20972,0.013461538461538462,0.10606060606060606,query_1,"['GO:0002009', 'GO:0022603']"
GO:BP,GO:0071604,transforming growth factor beta production,0.013027598549425003,True,"""The appearance of any member of the transforming growth factor-beta family of cytokines due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Transforming growth factor-beta family members include TGF-B1, TGF-B2, and TGF-B3."" [GOC:add, GOC:rv, PMID:16891311, PMID:2022183]",33,520,5,20972,0.009615384615384616,0.15151515151515152,query_1,['GO:0001816']
GO:BP,GO:0016055,Wnt signaling pathway,0.013139897423048498,True,"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of a target cell and ending with a change in cell state."" [PMID:11532397]",460,520,23,20972,0.04423076923076923,0.05,query_1,['GO:0007166']
GO:BP,GO:0050954,sensory perception of mechanical stimulus,0.013325250102105035,True,"""The series of events required for an organism to receive a sensory mechanical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai]",196,520,13,20972,0.025,0.0663265306122449,query_1,['GO:0007600']
GO:BP,GO:0044703,multi-organism reproductive process,0.013325250102105035,True,"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]",196,520,13,20972,0.025,0.0663265306122449,query_1,['GO:0022414']
GO:BP,GO:0006163,purine nucleotide metabolic process,0.013504491990398501,True,"""The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",433,520,22,20972,0.04230769230769231,0.050808314087759814,query_1,"['GO:0009117', 'GO:0072521']"
REAC,REAC:R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,0.013562605287923362,True,Assembly of collagen fibrils and other multimeric structures,60,322,8,11056,0.024844720496894408,0.13333333333333333,query_1,['REAC:R-HSA-1474290']
